VolcanoPlot	Counts	Log2					
#Analysis Name	M-1002 Loma Linda analysis						
#Dataset Name	FCortex GCvsFLT SAL						
Statistical test summary							
Group by	Segment						
#Filtered Dataset	false						
Target tag	Target group membership/s	Target name	Log2	Pvalue	Adjusted pvalue	-log10 pvalue	-log10 adjusted pvalue
	"Probe_QC_5percfilter, All Targets"	Gcm2	-0.150195392	0.811663442	0.72	0.090624014	0.142667504
	"Probe_QC_5percfilter, All Targets"	Gm44504	-0.146422988	0.323278144	0.15	0.490423656	0.823908741
	"Probe_QC_5percfilter, All Targets"	Gna13	-0.141854389	0.6053819	0.67	0.217970568	0.173925197
	"Probe_QC_5percfilter, All Targets"	Srsf1	-0.054145858	0.668261356	0.68	0.175053653	0.167491087
	"Probe_QC_5percfilter, All Targets"	Fancm	-0.056006357	0.981788675	0.95	0.007981982	0.022276395
	"Probe_QC_5percfilter, All Targets"	Snrnp40	0.149913425	0.30322341	0.23	0.518237273	0.638272164
	"Probe_QC_5percfilter, All Targets"	St3gal5	0.147117497	0.529477609	0.55	0.276152401	0.259637311
	"Probe_QC_5percfilter, All Targets"	1700102P08Rik	-0.109992849	0.635922623	0.72	0.196595725	0.142667504
	"Probe_QC_5percfilter, All Targets"	Fmnl2	-0.012364559	0.878705516	0.91	0.056156647	0.040958608
	"Probe_QC_5percfilter, All Targets"	Crnkl1	-0.119394635	0.100654667	0	0.997166085	
	"Probe_QC_5percfilter, All Targets"	Morn5	-0.043047019	0.812062509	0.77	0.090410539	0.113509275
	"Probe_QC_5percfilter, All Targets"	Cebpzos	0.145675236	0.707183899	0.65	0.150467636	0.187086643
	"Probe_QC_5percfilter, All Targets"	Zfp143	0.25035383	0.599246528	0.48	0.222394473	0.318758763
	"Probe_QC_5percfilter, All Targets"	Ufsp2	0.201117043	0.721599594	0.59	0.14170372	0.229147988
	"Probe_QC_5percfilter, All Targets"	AF067061	0.083086967	0.733388632	0.79	0.134665826	0.102372909
	"Probe_QC_5percfilter, All Targets"	Calb1	-0.090577697	0.751632052	0.75	0.123994708	0.124938737
	"Probe_QC_5percfilter, All Targets"	Krt80	0.281699901	0.582827257	0.26	0.234460146	0.585026652
	"Probe_QC_5percfilter, All Targets"	Hdac3	-0.281644905	0.033589581	0	1.473795419	
	"Probe_QC_5percfilter, All Targets"	Zfp182	0.029099141	0.955892329	0.86	0.019591024	0.065501549
	"Probe_QC_5percfilter, All Targets"	Recql5	0.203323644	0.235923337	0.09	0.627229098	1.045757491
	"Probe_QC_5percfilter, All Targets"	Relb	0.306586903	0.253418098	0.19	0.596162373	0.721246399
	"Probe_QC_5percfilter, All Targets"	Arrb2	0.205114628	0.324443076	0.21	0.48886149	0.677780705
	"Probe_QC_5percfilter, All Targets"	Aktip	0.187267655	0.481567277	0.32	0.317343032	0.494850022
	"Probe_QC_5percfilter, All Targets"	Gjb5	-0.050536695	0.753565809	0.64	0.122878815	0.193820026
	"Probe_QC_5percfilter, All Targets"	Slco1c1	-0.053147725	0.890112786	0.88	0.05055496	0.055517328
	"Probe_QC_5percfilter, All Targets"	Hcfc2	0.161348202	0.505303626	0.44	0.296447586	0.356547324
	"Probe_QC_5percfilter, All Targets"	Capza1	0.185267193	0.438664068	0.43	0.357867938	0.366531544
	"Probe_QC_5percfilter, All Targets"	Nadk	0.076654217	0.928749355	0.73	0.032101475	0.13667714
	"Probe_QC_5percfilter, All Targets"	Dtnb	-0.174778998	0.295153311	0.23	0.529952341	0.638272164
	"Probe_QC_5percfilter, All Targets"	Prmt8	-0.174231031	0.424001189	0.3	0.372632926	0.522878745
	"Probe_QC_5percfilter, All Targets"	Rps6kb1	0.081106053	0.870494713	0.66	0.060233862	0.180456064
	"Probe_QC_5percfilter, All Targets"	Pikfyve	-0.095871157	0.663438673	0.54	0.178199216	0.26760624
	"Probe_QC_5percfilter, All Targets"	Ccdc89	0.172278164	0.552947812	0.5	0.257315856	0.301029996
	"Probe_QC_5percfilter, All Targets"	Dctn2	0.226705191	0.156973144	0.11	0.804174643	0.958607315
	"Probe_QC_5percfilter, All Targets"	Srpx2	0.010413462	0.977270662	0.88	0.009985139	0.055517328
	"Probe_QC_5percfilter, All Targets"	Disp1	-0.274870416	0.305637887	0.24	0.514792811	0.619788758
	"Probe_QC_5percfilter, All Targets"	Gpatch2	0.18567158	0.24157769	0.26	0.616943177	0.585026652
	"Probe_QC_5percfilter, All Targets"	Il6st	-0.1887448	0.540547985	0.5	0.267165747	0.301029996
	"Probe_QC_5percfilter, All Targets"	Kri1	-0.243400685	0.336006308	0.19	0.473652569	0.721246399
	"Probe_QC_5percfilter, All Targets"	Kat5	0.129487531	0.482756997	0.32	0.316271423	0.494850022
	"Probe_QC_5percfilter, All Targets"	E2f4	0.236261933	0.166037486	0	0.779793852	
	"Probe_QC_5percfilter, All Targets"	Cmpk2	0.685351557	0.087732699	0	1.056838508	
	"Probe_QC_5percfilter, All Targets"	Abcc8	0.394776324	0.041179439	0	1.385319571	
	"Probe_QC_5percfilter, All Targets"	2510002D24Rik	0.269910566	0.129696825	0.13	0.887070657	0.886056648
	"Probe_QC_5percfilter, All Targets"	Tnrc18	-0.035027476	0.66908323	0.62	0.174519855	0.207608311
	"Probe_QC_5percfilter, All Targets"	Adam32	-0.427901835	0.141253499	0.18	0.850000786	0.744727495
	"Probe_QC_5percfilter, All Targets"	Adcy8	-0.313944736	0.133464037	0.08	0.874635742	1.096910013
	"Probe_QC_5percfilter, All Targets"	G430095P16Rik	0.65566773	0.059581966	0.07	1.224885173	1.15490196
	"Probe_QC_5percfilter, All Targets"	Pcdh17	0.013348692	0.976357206	0.76	0.010391264	0.119186408
	"Probe_QC_5percfilter, All Targets"	Chrna7	0.53858357	0.01029918	0	1.987197331	
	"Probe_QC_5percfilter, All Targets"	Klf2	-0.158114668	0.529642342	0.36	0.276017303	0.443697499
	"Probe_QC_5percfilter, All Targets"	Kdm2a	-0.183065126	0.387284811	0.32	0.411969536	0.494850022
	"Probe_QC_5percfilter, All Targets"	Gga2	0.25613234	0.475156904	0.38	0.323162956	0.420216403
	"Probe_QC_5percfilter, All Targets"	Ndufa6	0.566779759	0.007701437	0	2.11342826	
	"Probe_QC_5percfilter, All Targets"	Arsa	0.154235	0.264887357	0.21	0.57693877	0.677780705
	"Probe_QC_5percfilter, All Targets"	Eif4e	-0.258634957	0.286558596	0.33	0.54278656	0.48148606
	"Probe_QC_5percfilter, All Targets"	Olfr1135	-0.17102671	0.361432947	0.18	0.441972261	0.744727495
	"Probe_QC_5percfilter, All Targets"	1110038F14Rik	-0.034979247	0.6672747	0.47	0.175695341	0.327902142
	"Probe_QC_5percfilter, All Targets"	Ndufv1	-0.019111186	0.910225692	0.89	0.04085091	0.050609993
	"Probe_QC_5percfilter, All Targets"	Esco2	0.112859896	0.498507994	0.43	0.302327873	0.366531544
	"Probe_QC_5percfilter, All Targets"	Dyrk1b	-0.132791847	0.411427927	0.3	0.385706233	0.522878745
	"Probe_QC_5percfilter, All Targets"	Nploc4	-0.220438782	0.029598468	0	1.528730772	
	"Probe_QC_5percfilter, All Targets"	Slc17a1	0.103941007	0.449067283	0.29	0.347688584	0.537602002
	"Probe_QC_5percfilter, All Targets"	Prr16	0.301100465	0.389172283	0.36	0.409858098	0.443697499
	"Probe_QC_5percfilter, All Targets"	Rnf126	0.218462289	0.095072242	0.1	1.021946265	1
	"Probe_QC_5percfilter, All Targets"	Tshz3	0.313218945	0.233449593	0.15	0.631806878	0.823908741
	"Probe_QC_5percfilter, All Targets"	Bpifa2	0.006957138	0.901303206	0.78	0.045129084	0.107905397
	"Probe_QC_5percfilter, All Targets"	Ppil3	0.550020161	0.05202691	0	1.283771966	
	"Probe_QC_5percfilter, All Targets"	Pax6	0.117474365	0.613627084	0.49	0.21209548	0.30980392
	"Probe_QC_5percfilter, All Targets"	B4galt1	0.4795549	0.177766498	0.14	0.750150083	0.853871964
	"Probe_QC_5percfilter, All Targets"	Selenoh	-0.065005127	0.761080121	0.64	0.118569621	0.193820026
	"Probe_QC_5percfilter, All Targets"	Ceacam20	0.142849006	0.625624114	0.49	0.20368652	0.30980392
	"Probe_QC_5percfilter, All Targets"	Rpl11	-0.061318678	0.535671929	0.38	0.271101112	0.420216403
	"Probe_QC_5percfilter, All Targets"	Nif3l1	-0.095066186	0.632207063	0.51	0.199140656	0.292429824
	"Probe_QC_5percfilter, All Targets"	Vcl	-0.289675511	0.452200565	0.51	0.344668899	0.292429824
	"Probe_QC_5percfilter, All Targets"	Ranbp3	0.13025778	0.187400012	0.12	0.727230385	0.920818754
	"Probe_QC_5percfilter, All Targets"	Spata4	0.113667835	0.63736446	0.39	0.195612157	0.408935393
	"Probe_QC_5percfilter, All Targets"	Pcdhga5	0.278215012	0.177230412	0.19	0.751461754	0.721246399
	"Probe_QC_5percfilter, All Targets"	Smcr8	-0.027565427	0.830984183	0.68	0.080407243	0.167491087
	"Probe_QC_5percfilter, All Targets"	Slc35a5	0.081597616	0.700723548	0.82	0.154453288	0.086186148
	"Probe_QC_5percfilter, All Targets"	Rras2	0.183213546	0.217529923	0.12	0.662480993	0.920818754
	"Probe_QC_5percfilter, All Targets"	Cort	-0.113475112	0.254949081	0.19	0.593546549	0.721246399
	"Probe_QC_5percfilter, All Targets"	Fabp5	0.163952958	0.307051249	0.39	0.512789132	0.408935393
	"Probe_QC_5percfilter, All Targets"	Tmem41b	0.252285943	0.315586289	0.24	0.500881873	0.619788758
	"Probe_QC_5percfilter, All Targets"	Tent4a	0.09922405	0.866265051	0.92	0.062349207	0.036212173
	"Probe_QC_5percfilter, All Targets"	Ncoa3	-0.033670408	0.84516325	0.84	0.073059395	0.075720714
	"Probe_QC_5percfilter, All Targets"	Lama5	0.068635733	0.764070717	0.75	0.116866444	0.124938737
	"Probe_QC_5percfilter, All Targets"	Itgb5	-0.273022611	0.234206756	0	0.630400581	
	"Probe_QC_5percfilter, All Targets"	A930018O16Rik	-0.1188501	0.815355161	0.93	0.088653175	0.031517051
	"Probe_QC_5percfilter, All Targets"	Ccdc43	0.312254823	0.190490163	0.22	0.720127446	0.657577319
	"Probe_QC_5percfilter, All Targets"	4930486L24Rik	-0.329581191	0.292897071	0.2	0.533284971	0.698970004
	"Probe_QC_5percfilter, All Targets"	Syt16	0.065251597	0.906514147	0.9	0.042625414	0.045757491
	"Probe_QC_5percfilter, All Targets"	Mtx2	-0.189954854	0.268983485	0.07	0.570274385	1.15490196
	"Probe_QC_5percfilter, All Targets"	Stk4	0.203718696	0.39286793	0.26	0.405753422	0.585026652
	"Probe_QC_5percfilter, All Targets"	Kpna1	-0.237956687	0.102122264	0	0.990879566	
	"Probe_QC_5percfilter, All Targets"	Impdh2	-0.192813099	0.573092264	0.5	0.241775454	0.301029996
	"Probe_QC_5percfilter, All Targets"	Mapk9	0.01520167	0.948161289	0.93	0.02311778	0.031517051
	"Probe_QC_5percfilter, All Targets"	Olfr13	0.268299231	0.237126833	0.07	0.625019298	1.15490196
	"Probe_QC_5percfilter, All Targets"	1700129C05Rik	-0.27683108	0.428972464	0.27	0.367570585	0.568636236
	"Probe_QC_5percfilter, All Targets"	Sipa1	0.229194246	0.061760368	0	1.209290123	
	"Probe_QC_5percfilter, All Targets"	S100a7l2	0.043897181	0.798685514	0.77	0.097624192	0.113509275
	"Probe_QC_5percfilter, All Targets"	Qrich2	-0.133168661	0.666527574	0.5	0.17618188	0.301029996
	"Probe_QC_5percfilter, All Targets"	Zfp809	0.292970984	0.41571232	0.41	0.381207105	0.387216143
	"Probe_QC_5percfilter, All Targets"	Rabif	-0.273451608	0.030964309	0	1.50913861	
	"Probe_QC_5percfilter, All Targets"	Vezt	0.339486182	0.103047499	0	0.986962546	
	"Probe_QC_5percfilter, All Targets"	Cylc2	0.405343579	0.388762797	0.25	0.410315302	0.602059991
	"Probe_QC_5percfilter, All Targets"	Mutyh	0.308033466	0.338563821	0.32	0.470359453	0.494850022
	"Probe_QC_5percfilter, All Targets"	Ift57	0.018850679	0.832312963	0.67	0.079713341	0.173925197
	"Probe_QC_5percfilter, All Targets"	Rnf31	-0.18302839	0.056453817	0	1.248306689	
	"Probe_QC_5percfilter, All Targets"	Syce1l	-0.137334308	0.64474648	0.44	0.19061102	0.356547324
	"Probe_QC_5percfilter, All Targets"	Yeats4	-0.111249168	0.144817198	0	0.839179859	
	"Probe_QC_5percfilter, All Targets"	Nme7	0.013239124	0.959326397	0.94	0.018033605	0.026872146
	"Probe_QC_5percfilter, All Targets"	Zfp141	0.146479768	0.591517365	0.47	0.228032502	0.327902142
	"Probe_QC_5percfilter, All Targets"	Mmd	0.055057438	0.710342261	0.85	0.148532347	0.070581074
	"Probe_QC_5percfilter, All Targets"	Selenof	0.347109817	0.066121884	0	1.179654781	
	"Probe_QC_5percfilter, All Targets"	Tnk2	-0.037257975	0.787529369	0.91	0.103733241	0.040958608
	"Probe_QC_5percfilter, All Targets"	Cul4b	0.311415413	0.208133075	0.15	0.6816589	0.823908741
	"Probe_QC_5percfilter, All Targets"	Olfr1354	-0.091160534	0.692975485	0.92	0.159282129	0.036212173
	"Probe_QC_5percfilter, All Targets"	Chrna2	-0.268236312	0.32267922	0.09	0.491229001	1.045757491
	"Probe_QC_5percfilter, All Targets"	Nmd3	0.111352591	0.507358108	0.55	0.294685395	0.259637311
	"Probe_QC_5percfilter, All Targets"	Pnpo	0.23588461	0.042233656	0	1.37434132	
	"Probe_QC_5percfilter, All Targets"	Babam1	0.222961771	0.666288301	0.56	0.176337812	0.251811973
	"Probe_QC_5percfilter, All Targets"	Rpl19	-0.075564618	0.654344401	0.62	0.184193609	0.207608311
	"Probe_QC_5percfilter, All Targets"	Rps10	0.022063753	0.820874898	0.82	0.085723025	0.086186148
	"Probe_QC_5percfilter, All Targets"	Aff1	0.307838171	0.200057403	0.11	0.698845373	0.958607315
	"Probe_QC_5percfilter, All Targets"	Nubp2	0.185978574	0.593744246	0.48	0.226400586	0.318758763
	"Probe_QC_5percfilter, All Targets"	Zzef1	0.334809593	0.055119365	0	1.258695796	
	"Probe_QC_5percfilter, All Targets"	Ly6g6c	-0.342890615	0.154565845	0	0.810886468	
	"Probe_QC_5percfilter, All Targets"	Gm5901	0.281643081	0.346148518	0.39	0.460737524	0.408935393
	"Probe_QC_5percfilter, All Targets"	Sh3gl1	-0.214697588	0.155200286	0	0.809107483	
	"Probe_QC_5percfilter, All Targets"	Hnrnpf	-0.457276393	0.139496155	0.11	0.855437763	0.958607315
	"Probe_QC_5percfilter, All Targets"	Akap5	-0.052537589	0.795069955	0.81	0.099594658	0.091514981
	"Probe_QC_5percfilter, All Targets"	Ascl4	-0.521197453	0.082657653	0	1.082716928	
	"Probe_QC_5percfilter, All Targets"	Rassf8	0.188941216	0.093971503	0	1.027003828	
	"Probe_QC_5percfilter, All Targets"	Zdhhc8	0.217055287	0.055659052	0	1.254464194	
	"Probe_QC_5percfilter, All Targets"	Cog4	0.344002888	0.004810164	0	2.317840077	
	"Probe_QC_5percfilter, All Targets"	Ranbp9	0.247512873	0.280076338	0.13	0.55272358	0.886056648
	"Probe_QC_5percfilter, All Targets"	Cldn11	0.750924176	0.000120954	0	3.917379357	
	"Probe_QC_5percfilter, All Targets"	Defb47	0.223114147	0.407365935	0.46	0.39001529	0.337242168
	"Probe_QC_5percfilter, All Targets"	Irx1	0.404982287	0.130136224	0.07	0.885601799	1.15490196
	"Probe_QC_5percfilter, All Targets"	Cenpq	0.108151066	0.625018553	0.66	0.204107091	0.180456064
	"Probe_QC_5percfilter, All Targets"	Hsp90ab1	-0.048110526	0.751577794	0.68	0.12402606	0.167491087
	"Probe_QC_5percfilter, All Targets"	Fbxl3	0.024263235	0.860628446	0.75	0.065184303	0.124938737
	"Probe_QC_5percfilter, All Targets"	Saa1	0.073474169	0.702967786	0.67	0.153064576	0.173925197
	"Probe_QC_5percfilter, All Targets"	Olfr895	-0.095163796	0.788847024	0.65	0.103007209	0.187086643
	"Probe_QC_5percfilter, All Targets"	Crlf1	-0.082429632	0.509583463	0.5	0.292784674	0.301029996
	"Probe_QC_5percfilter, All Targets"	Prss48	-0.006431003	0.932489188	0.94	0.030356195	0.026872146
	"Probe_QC_5percfilter, All Targets"	Pold4	-0.103415491	0.705888374	0.58	0.151263971	0.236572006
	"Probe_QC_5percfilter, All Targets"	Rhbdl2	0.741037769	0.015563433	0	1.807894589	
	"Probe_QC_5percfilter, All Targets"	Panx2	-0.33226711	0.172486115	0.15	0.76324586	0.823908741
	"Probe_QC_5percfilter, All Targets"	Rnf122	-0.34467629	0.246842846	0.27	0.607579455	0.568636236
	"Probe_QC_5percfilter, All Targets"	Tdp1	0.187759132	0.137431024	0.2	0.861915218	0.698970004
	"Probe_QC_5percfilter, All Targets"	Bbs10	0.153647764	0.693535743	0.64	0.158931151	0.193820026
	"Probe_QC_5percfilter, All Targets"	Med31	-0.146807042	0.630079521	0.63	0.200604636	0.200659451
	"Probe_QC_5percfilter, All Targets"	Xpnpep1	0.147773986	0.75137722	0.76	0.124141976	0.119186408
	"Probe_QC_5percfilter, All Targets"	Rsf1	0.036296416	0.663181654	0.63	0.178367497	0.200659451
	"Probe_QC_5percfilter, All Targets"	Dlx2	0.143163345	0.605302182	0.57	0.21802776	0.244125144
	"Probe_QC_5percfilter, All Targets"	Olfr168	0.625264439	0.077083947	0	1.113036055	
	"Probe_QC_5percfilter, All Targets"	Rnf111	-0.177593794	0.443304005	0.38	0.353298345	0.420216403
	"Probe_QC_5percfilter, All Targets"	Chrna4	0.032457233	0.774572985	0.73	0.110937654	0.13667714
	"Probe_QC_5percfilter, All Targets"	Sertad3	-0.105697611	0.780425591	0.74	0.107668498	0.13076828
	"Probe_QC_5percfilter, All Targets"	Rufy2	0.295007053	0.284381288	0.19	0.546098983	0.721246399
	"Probe_QC_5percfilter, All Targets"	Tfcp2l1	0.647346712	0.115226088	0	0.938449184	
	"Probe_QC_5percfilter, All Targets"	LOC118568792	-0.039390221	0.595133723	0.49	0.22538544	0.30980392
	"Probe_QC_5percfilter, All Targets"	Lix1	-0.00295618	0.875645945	0.83	0.057671459	0.080921908
	"Probe_QC_5percfilter, All Targets"	Tgfb3	-0.249428438	0.344452253	0.25	0.46287097	0.602059991
	"Probe_QC_5percfilter, All Targets"	Mrpl14	0.219216694	0.494094065	0.45	0.306190363	0.346787486
	"Probe_QC_5percfilter, All Targets"	Mark2	-0.44108519	0.079946567	0.07	1.097200178	1.15490196
	"Probe_QC_5percfilter, All Targets"	Tspan13	0.097678561	0.295559884	0.22	0.529354512	0.657577319
	"Probe_QC_5percfilter, All Targets"	Prim1	0.173690495	0.865583475	0.71	0.062691043	0.148741651
	"Probe_QC_5percfilter, All Targets"	Insl5	-0.05603507	0.802480232	0.71	0.095565657	0.148741651
	"Probe_QC_5percfilter, All Targets"	Naglu	0.22536733	0.316995463	0.2	0.498946954	0.698970004
	"Probe_QC_5percfilter, All Targets"	Ska2	0.029308637	0.502722537	0.5	0.298671645	0.301029996
	"Probe_QC_5percfilter, All Targets"	Olfr76	-0.439839856	0.052149209	0	1.282752278	
	"Probe_QC_5percfilter, All Targets"	Kdm4c	0.055194727	0.674184292	0.69	0.171221371	0.161150909
	"Probe_QC_5percfilter, All Targets"	Pla2g4e	0.05680758	0.694807862	0.55	0.158135276	0.259637311
	"Probe_QC_5percfilter, All Targets"	Rarg	0.091307243	0.628613702	0.51	0.201616157	0.292429824
	"Probe_QC_5percfilter, All Targets"	Chid1	-0.001207657	0.976133896	0.91	0.010490606	0.040958608
	"Probe_QC_5percfilter, All Targets"	Tef	0.120303404	0.570808485	0.6	0.24350958	0.22184875
	"Probe_QC_5percfilter, All Targets"	Zfp277	0.01094988	0.970064177	0.96	0.013199533	0.017728767
	"Probe_QC_5percfilter, All Targets"	Ubtfl1	-0.025179385	0.929592428	0.7	0.031707423	0.15490196
	"Probe_QC_5percfilter, All Targets"	Krt20	0.439243966	0.03244172	0	1.488896126	
	"Probe_QC_5percfilter, All Targets"	Cyp2c37	-0.161247567	0.554039513	0.48	0.256459261	0.318758763
	"Probe_QC_5percfilter, All Targets"	Rgmb	-0.068599604	0.710829092	0.71	0.148234806	0.148741651
	"Probe_QC_5percfilter, All Targets"	Zfp263	-0.089805096	0.685443856	0.76	0.164028112	0.119186408
	"Probe_QC_5percfilter, All Targets"	Wipf2	0.066474257	0.844194436	0.93	0.073557515	0.031517051
	"Probe_QC_5percfilter, All Targets"	Gm12789	0.023876293	0.749833088	0.77	0.125035399	0.113509275
	"Probe_QC_5percfilter, All Targets"	Fkbp8	0.215846144	0.181093221	0.09	0.742097806	1.045757491
	"Probe_QC_5percfilter, All Targets"	Tmem135	0.03223204	0.654432113	0.65	0.184135398	0.187086643
	"Probe_QC_5percfilter, All Targets"	Rab4a	0.284989305	0.218061816	0.25	0.661420376	0.602059991
	"Probe_QC_5percfilter, All Targets"	Dzip1	-0.041020456	0.747181765	0.57	0.126573736	0.244125144
	"Probe_QC_5percfilter, All Targets"	Mtmr1	0.00945131	0.987140014	0.76	0.005621243	0.119186408
	"Probe_QC_5percfilter, All Targets"	Hipk2	0.468896921	0.089722072	0	1.047100708	
	"Probe_QC_5percfilter, All Targets"	Clec2f	0.332907952	0.20119458	0.24	0.696383722	0.619788758
	"Probe_QC_5percfilter, All Targets"	Kif16b	-0.178921632	0.239280566	0.18	0.621092573	0.744727495
	"Probe_QC_5percfilter, All Targets"	7420426K07Rik	-0.0534069	0.69775936	0.82	0.156294329	0.086186148
	"Probe_QC_5percfilter, All Targets"	Cox5b	-0.076765341	0.504705344	0.43	0.296962097	0.366531544
	"Probe_QC_5percfilter, All Targets"	E2f6	0.043868773	0.723221513	0.61	0.140728664	0.214670165
	"Probe_QC_5percfilter, All Targets"	Tbcel	0.310662102	0.262461997	0.25	0.580933572	0.602059991
	"Probe_QC_5percfilter, All Targets"	1700066M21Rik	0.264577184	0.303664788	0.23	0.517605565	0.638272164
	"Probe_QC_5percfilter, All Targets"	Prl6a1	-0.066894447	0.832971475	0.71	0.079369871	0.148741651
	"Probe_QC_5percfilter, All Targets"	Shisa4	-0.18499339	0.352241864	0.23	0.453159029	0.638272164
	"Probe_QC_5percfilter, All Targets"	Insm1	-0.006200963	0.975058258	0.68	0.010969435	0.167491087
	"Probe_QC_5percfilter, All Targets"	Lratd2	0.373662341	0.138656004	0.15	0.85806132	0.823908741
	"Probe_QC_5percfilter, All Targets"	Mast2	-0.199524302	0.15832277	0.11	0.800456621	0.958607315
	"Probe_QC_5percfilter, All Targets"	Slc20a1	-0.166626304	0.230183934	0.21	0.637924993	0.677780705
	"Probe_QC_5percfilter, All Targets"	Ap4e1	-0.414335676	0.108447622	0	0.964779967	
	"Probe_QC_5percfilter, All Targets"	Prpf40a	0.251681366	0.351451419	0.26	0.454134698	0.585026652
	"Probe_QC_5percfilter, All Targets"	Mfng	-0.33132242	0.134622318	0.1	0.870882937	1
	"Probe_QC_5percfilter, All Targets"	Zscan21	-0.208002948	0.110169334	0	0.957939276	
	"Probe_QC_5percfilter, All Targets"	Fam117b	-0.285513637	0.502707069	0.72	0.298685008	0.142667504
	"Probe_QC_5percfilter, All Targets"	Klhl6	-0.004736292	0.943064231	0.88	0.025458727	0.055517328
	"Probe_QC_5percfilter, All Targets"	Eef1aknmt	0.125329729	0.759230596	0.71	0.119626299	0.148741651
	"Probe_QC_5percfilter, All Targets"	Slc4a4	0.383225748	0.097838706	0	1.009489301	
	"Probe_QC_5percfilter, All Targets"	Hdac2	0.209484434	0.601472887	0.69	0.220783945	0.161150909
	"Probe_QC_5percfilter, All Targets"	Scgb2b3	-0.279171694	0.291047943	0.11	0.536035466	0.958607315
	"Probe_QC_5percfilter, All Targets"	Dio2	0.066372035	0.822453624	0.54	0.084888582	0.26760624
	"Probe_QC_5percfilter, All Targets"	Actr3	-0.044015753	0.754679487	0.74	0.122237454	0.13076828
	"Probe_QC_5percfilter, All Targets"	Ddx39b	-0.050721624	0.916330383	0.9	0.037947913	0.045757491
	"Probe_QC_5percfilter, All Targets"	Ndufb6	0.001176355	0.986334769	0.9	0.005975657	0.045757491
	"Probe_QC_5percfilter, All Targets"	Pth	0.229914451	0.577862635	0.56	0.238175387	0.251811973
	"Probe_QC_5percfilter, All Targets"	Asb3	-0.116665747	0.596048865	0.44	0.224718135	0.356547324
	"Probe_QC_5percfilter, All Targets"	Clk1	-0.054536485	0.794713269	0.8	0.099789536	0.096910013
	"Probe_QC_5percfilter, All Targets"	Btbd17	0.120360357	0.51166196	0.35	0.29101687	0.455931956
